,link,reference,brand,title,available,pretax_price,regular_price,price,type,user,level,color,user_config,eco_co2,product_type,qualities,sizes,weight,general_rate,nb_ratings,reviews,reviews_count_1_star,reviews_count_2_stars,reviews_count_3_stars,reviews_count_4_stars,reviews_count_5_stars,image_urls
36,https://freeglisse.com/fr/ski-occasion-freestyle/18382-ski-occasion-armada-arv-84-fixations.html,18382,Armada,Ski occasion Armada ARV 84 + fixations,Disponible,157.5,,189.0,Freestyle,Mixte,Loisir,Gris,,3.6,Ski occasion freestyle,['Qualité B'],"['156 cm', '170 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68066-small_default/ski-occasion-armada-arv-84-fixations.jpg
37,https://freeglisse.com/fr/ski-occasion-femme-all-mountain/17099-ski-occasion-dynastar-intense-4x4-78-fixations.html,17099,Dynastar,Ski occasion Dynastar intense 4x4 78 + fixations,Disponible,165.83,,199.0,All mountain,Femme,Loisir sport,Bleu,une femme,3.6,Ski occasion femme all mountain,['Qualité A'],['164 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/53965-small_default/ski-occasion-dynastar-intense-4x4-78-fixations.jpg
38,https://freeglisse.com/fr/ski-occasion-junior-performance/18548-ski-occasion-junior-salomon-s-race-jr-fixations.html,18548,Salomon,Ski occasion junior Salomon S Race Jr + fixations,Disponible,32.5,,39.0,Racing,Junior,Performant,Bleu,,3.6,Ski occasion junior performance,['Qualité C'],['120 cm'],6.0,4/5,4.0,"['Dommage que les défauts ne soient pas mieux décris ou en photo', 'Livraison rapide et sans souci par contre déçu par les skis. Pour une qualité A ils sont pas top!', 'Conforme', 'Bien']",0,0,2,0,2,https://freeglisse.com/69792-small_default/ski-occasion-junior-salomon-s-race-jr-fixations.jpg
39,https://freeglisse.com/fr/ski-occasion-adulte-loisir/13390-ski-occasion-volkl-rtm-74-fixations.html,13390,Volkl,Ski occasion Volkl RTM 7.4 + fixations,Disponible,90.83,,109.0,Polyvalent,Mixte,Loisir,Noir,,3.6,Ski occasion adulte loisir,['Qualité A'],['149 cm'],6.0,3.5/5,2.0,"['Très bien', ""Nombreux impacts sur le dessus, semelle et carres en état moyen. Fixation d'une marque connue.""]",0,0,1,1,0,https://freeglisse.com/33556-small_default/ski-occasion-volkl-rtm-74-fixations.jpg
40,https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/11479-ski-occasion-junior-nordica-ace-of-spades-fixations.html,11479,Nordica,Ski occasion junior Nordica Ace of Spades + fixations,Disponible,54.17,,65.0,Freestyle,Junior,Loisir,Bleu,,3.6,Ski occasion junior Freeride / Freestyle,['Qualité A'],"['118 cm', '128 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/28595-small_default/ski-occasion-junior-nordica-ace-of-spades-fixations.jpg
41,https://freeglisse.com/fr/ski-occasion-junior-loisir/14269-ski-occasion-junior-tecnopro-team-pulse-fixations.html,14269,Tecnopro,Ski occasion junior Tecnopro Team Pulse + fixations,Disponible,45.83,,55.0,Piste,Junior,Loisir,Orange,,3.6,Ski occasion junior loisir,"['Qualité A', 'Qualité B']",['130 cm'],6.0,4.3/5,3.0,"['Super', 'Correct', 'Nickel']",0,0,1,0,2,https://freeglisse.com/37604-small_default/ski-occasion-junior-tecnopro-team-pulse-fixations.jpg
42,https://freeglisse.com/fr/ski-occasion-femme-all-mountain/18638-ski-occasion-head-kore-93-w-fixations.html,18638,Head,Ski occasion Head Kore 93 W + fixations,Disponible,174.17,,209.0,All mountain,Femme,Performant,Gris,,3.6,Ski occasion adulte all mountain,['Qualité B'],"['162 cm', '153 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/68876-small_default/ski-occasion-head-kore-93-w-fixations.jpg
43,https://freeglisse.com/fr/ski-occasion-adulte-performance/17721-ski-occasion-fischer-xtr-race-fixations.html,17721,Fischer,Ski occasion Fischer XTR Race + fixations,Disponible,45.83,,55.0,Piste,Mixte,Performant,Noir,,3.6,Ski occasion adulte performance,['Qualité C'],"['155 cm', '170 cm']",6.0,5/5,2.0,"['Top👍', 'Très content de mon choix, qualité B mais qui à mon avis sont en qualité A….']",0,0,0,0,2,https://freeglisse.com/58773-small_default/ski-occasion-fischer-xtr-race-fixations.jpg
44,https://freeglisse.com/fr/ski-occasion-femme-performance/17653-ski-occasion-rossignol-nova-8-ca-2022-fixations.html,17653,Rossignol,Ski occasion Rossignol Nova 8 CA 2022  + Fixations,Disponible,174.17,,209.0,Piste,Femme,Performant,Blanc,une femme,3.6,Ski occasion femme performance,['Qualité A'],['142 cm'],6.0,4/5,1.0,"['Pour moi le A devrait se différencier en plus avec un ""+"" et un"" -"" exemple : A+ , dans ce cas j\'aurais noté cette paire de ski en A- voir B+ . Je pense que la on serait parfait']",0,0,0,1,0,https://freeglisse.com/57271-small_default/ski-occasion-rossignol-nova-8-ca-2022-fixations.jpg
45,https://freeglisse.com/fr/ski-occasion-adulte-performance/18668-ski-occasion-nordica-dobermann-spitfire-crx-fixations.html,18668,Nordica,Ski occasion Nordica Dobermann Spitfire CRX + fixations,Disponible,49.17,,59.0,Piste,Mixte,Performant,Noir,,3.6,Ski occasion adulte performance,['Qualité C'],"['160 cm', '152 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/69020-small_default/ski-occasion-nordica-dobermann-spitfire-crx-fixations.jpg
46,https://freeglisse.com/fr/ski-occasion-adulte-loisir/18711-ski-occasion-salomon-s-force-x6-fixations.html,18711,Salomon,Ski occasion Salomon S Force X6 + fixations,Disponible,65.83,,79.0,Piste,Mixte,Loisir sport,Gris,,3.6,Ski occasion adulte loisir,['Qualité C'],['160 cm'],6.0,4/5,1.0,"['Matériel conforme à la description. Carres affutés, semelles en parfait état, fartage OK... Impatient de les tester sur les pistes']",0,0,0,1,0,https://freeglisse.com/69210-small_default/ski-occasion-salomon-s-force-x6-fixations.jpg
47,https://freeglisse.com/fr/ski-occasion-freestyle/14701-ski-occasion-atomic-punx-5-fixations.html,14701,Atomic,Ski occasion Atomic Punx 5 + fixations,Disponible,99.17,,119.0,Freestyle,Mixte,Loisir sport,Blanc,,3.6,Ski occasion freestyle,['Qualité B'],['150 cm'],6.0,4.7/5,3.0,"['Skis are like described', ""État correct manque juste quelque chose sur l'arrière des skis car il y a 2 trous"", 'Estupendo.']",0,0,0,1,2,https://freeglisse.com/39966-small_default/ski-occasion-atomic-punx-5-fixations.jpg
48,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13086-ski-occasion-scott-tous-modele-a-29-fixations.html,13086,Scott,Ski occasion Scott tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['168 cm', '178 cm', '175 cm']",6.0,5/5,1.0,"['Autre marque reçue (marqué inconnue) mais fonctionnels malgré la classe C. J\'ai reçu un modèle a spatule large, a priori d\'une gamme de loueur un peu moins ""standard""']",0,0,0,0,1,https://freeglisse.com/32187-small_default/ski-occasion-scott-tous-modele-a-29-fixations.jpg
49,https://freeglisse.com/fr/ski-occasion-femme-performance/17653-ski-occasion-rossignol-nova-8-ca-2022-fixations.html,17653,Rossignol,Ski occasion Rossignol Nova 8 CA 2022  + Fixations,Disponible,174.17,,209.0,Piste,Femme,Performant,Blanc,une femme,3.6,Ski occasion femme performance,['Qualité A'],['142 cm'],6.0,4/5,1.0,"['Pour moi le A devrait se différencier en plus avec un ""+"" et un"" -"" exemple : A+ , dans ce cas j\'aurais noté cette paire de ski en A- voir B+ . Je pense que la on serait parfait']",0,0,0,1,0,https://freeglisse.com/57271-small_default/ski-occasion-rossignol-nova-8-ca-2022-fixations.jpg
50,https://freeglisse.com/fr/ski-occasion-femme-performance/18922-ski-occasion-rossignol-nova-8-ca-2023-fixations.html,18922,Rossignol,Ski occasion Rossignol Nova 8 CA 2023  + Fixations,Disponible,172.67,259.0,207.2,Piste,Femme,Performant,Blanc,une femme,3.6,Ski occasion femme performance,['Qualité A'],['142 cm'],6.0,3.5/5,2.0,"[""Pris an qualité A, présente bien les traces d'usage d'une saison, beaucoup de griffes et des quelques impacts sur le dessus du ski mais rien de bien méchant. Hate de les essayer"", 'Rapport qualité prix a peine correct pour une qualité A ; trop d’impacts sur les bords, couleur passée , de vieux skis;  reste à les essayer très prochainement']",0,0,1,1,0,https://freeglisse.com/70905-small_default/ski-occasion-rossignol-nova-8-ca-2023-fixations.jpg
51,https://freeglisse.com/fr/ski-occasion-freeride/14644-ski-occasion-dynastar-cham-87-fixations.html,14644,Dynastar,Ski occasion Dynastar Cham 87 + fixations,Disponible,107.5,,129.0,Freeride,Mixte,Performant,Orange,,3.6,Ski occasion freeride,['Qualité A'],['172 cm'],6.0,3/5,2.0,"[""-Manque d'informations plus précise sur l'état général du matériel sur le site, juste un récapitulatif généralisé sur la notation A,B et C.\r\n-A réception j'aurai plutôt mis la lettre B (A sur le site), semelle et care OK, fixation et dessus de ski avec bon nombres de rayures. Maintenant c'est qu'à 'usage que je verrais si c'est pleinement OK."", ""je ne suis pas habitué, les skis sont pas mal rayés et détériorés sur le dessus et en très bon état dessous et c'est bien là l'essentiel""]",0,0,2,0,0,https://freeglisse.com/35739-small_default/ski-occasion-dynastar-cham-87-fixations.jpg
52,https://freeglisse.com/fr/ski-occasion-adulte-performance/13805-ski-occasion-rossignol-radical-9-gs-worldcup-ti-fixations.html,13805,Rossignol,Ski occasion Rossignol Radical 9 GS WorldCup TI + fixations,Disponible,132.5,,159.0,Racing,Mixte,Compétition,Orange,,3.6,Ski occasion adulte performance,['Qualité B'],['180 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/35290-small_default/ski-occasion-rossignol-radical-9-gs-worldcup-ti-fixations.jpg
53,https://freeglisse.com/fr/ski-occasion-adulte-performance/12945-ski-occasion-head-shape-tx-fixations.html,12945,Head,Ski occasion Head Shape TX + fixations,Disponible,49.17,,59.0,Polyvalent,Mixte,Performant,Blanc,,3.6,Ski occasion adulte performance,['Qualité C'],['170 cm'],6.0,4/5,2.0,"['Troppo usurati anche per un grado C', ""Produit conforme plus qu'à aller l'essayer""]",0,0,1,0,1,https://freeglisse.com/65245-small_default/ski-occasion-head-shape-tx-fixations.jpg
54,https://freeglisse.com/fr/ski-de-fond-occasion-skating-norme-sns/18996-ski-de-fond-occasion-junior-fischer-rcr-skatecut-fixation-sns-pilot.html,18996,Fischer,Ski de fond occasion junior Fischer RCR Skatecut + fixation SNS Pilot,Disponible,54.17,,65.0,Skating,Junior,Performant,Noir,,3.6,Ski de fond occasion skating norme SNS,['Qualité A'],"['142 cm', '152 cm']",4.0,,,[],0,0,0,0,0,
55,https://freeglisse.com/fr/ski-occasion-adulte-performance/17058-ski-occasion-nordica-transfire-rtx-fixations.html,17058,Nordica,Ski occasion Nordica Transfire RTX + fixations,Disponible,124.17,,149.0,Piste,Mixte,Performant,Bleu,,3.6,Ski occasion adulte performance,['Qualité A'],['160 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/53835-small_default/ski-occasion-nordica-transfire-rtx-fixations.jpg
56,https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/17817-ski-occasion-junior-salomon-shogun-jr-fixations.html,17817,Salomon,Ski occasion junior Salomon Shogun Jr + fixations,Disponible,37.5,,45.0,Freestyle,Junior,Loisir sport,Blanc,,3.6,Ski occasion junior Freeride / Freestyle,['Qualité B'],['120 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/59361-small_default/ski-occasion-junior-salomon-shogun-jr-fixations.jpg
57,https://freeglisse.com/fr/ski-occasion-junior-performance/15523-ski-occasion-junior-fischer-rc4-race-fixations.html,15523,Fischer,Ski occasion junior Fischer RC4 Race + fixations,Disponible,29.17,,35.0,Piste,Junior,Performant,Noir,,3.6,Ski occasion junior performance,['Qualité C'],"['130 cm', '120 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/46048-small_default/ski-occasion-junior-fischer-rc4-race-fixations.jpg
58,https://freeglisse.com/fr/ski-occasion-adulte-performance/10713-ski-occasion-rossignol-9-gs-worldcup-ti-fixations.html,10713,Rossignol,Ski occasion Rossignol 9 GS WorldCup Ti + fixations,Disponible,132.5,,159.0,Racing,Mixte,Compétition,Noir,,3.6,Ski occasion adulte performance,['Qualité B'],['168 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/24521-small_default/ski-occasion-rossignol-9-gs-worldcup-ti-fixations.jpg
59,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/18598-ski-occasion-elan-amphibio-84-ti-fixations.html,18598,Elan,Ski occasion Elan Amphibio 84 TI + Fixations,Disponible,115.83,,139.0,All mountain,Mixte,Performant,Orange,,3.6,Ski occasion adulte all mountain,['Qualité B'],['182 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/68779-small_default/ski-occasion-elan-amphibio-84-ti-fixations.jpg
60,https://freeglisse.com/fr/ski-occasion-junior-loisir/12420-ski-occasion-junior-dynastar-team-cham-fixations.html,12420,Dynastar,Ski occasion junior Dynastar Team Cham + Fixations,Disponible,37.5,,45.0,Piste,Junior,Débutant,Orange,,3.6,Ski occasion junior loisir,['Qualité B'],['130 cm'],6.0,4.2/5,6.0,"['Conforme à la description', 'Paire de ski junior qualite A ,\r\nDans l ensemble état correct , semelle et carre parfait .\r\nÉtat général du ski et fixation moyen ( ski de location ).\r\nJe m attendais à mieux pour une qualité A .\r\nRapport qualité /prix correct', 'Commande reçue très rapidement, skis fartés et affûtés. Rien à redire.', 'Fixe bien réglée par rapport aux chaussures. Attention à la force sur les dix entre 4 et 5... Pour enfants...\r\nUne bonne pratique serait de mettre a 1 av et ar systématiquement 🙂.', 'Semelles des ski en état impeccable.', ""L'état correspond à la description""]",0,0,1,3,2,https://freeglisse.com/26722-small_default/ski-occasion-junior-dynastar-team-cham-fixations.jpg
61,https://freeglisse.com/fr/ski-occasion-adulte-loisir/18550-ski-occasion-atomic-performer-xt-fixations.html,18550,Atomic,Ski occasion Atomic Performer XT + fixations,Disponible,65.83,,79.0,Piste,Mixte,Loisir sport,Bleu,,3.6,Ski occasion adulte loisir,['Qualité C'],"['156 cm', '149 cm']",6.0,4/5,1.0,['Certains  défauts  auraient  put être mentionnés. Livraison rapide .'],0,0,0,1,0,https://freeglisse.com/68649-small_default/ski-occasion-atomic-performer-xt-fixations.jpg
62,https://freeglisse.com/fr/ski-occasion-adulte-performance/14076-ski-occasion-nordica-dobermann-spitfire-pro-fixations.html,14076,Nordica,Ski occasion Nordica Dobermann Spitfire pro + fixations,Disponible,82.5,,99.0,Piste,Mixte,Performant,Rouge,,3.6,Ski occasion adulte performance,"['Qualité B', 'Qualité C']",['156 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/35378-small_default/ski-occasion-nordica-dobermann-spitfire-pro-fixations.jpg
63,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13088-ski-occasion-movement-tous-modele-a-29-fixations.html,13088,Movement,Ski occasion Movement tous modèle à 29€ + fixations,Disponible,24.17,,29.0,Piste,Mixte,Loisir,,,3.6,Ski occasion adulte pas cher,['Qualité C'],"['160 cm', '175 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/32183-small_default/ski-occasion-movement-tous-modele-a-29-fixations.jpg
64,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/14637-ski-occasion-atomic-vantage-86c-fixations.html,14637,Atomic,Ski occasion Atomic Vantage 86c + fixations,Disponible,107.5,,129.0,All mountain,Mixte,Performant,Gris,,3.6,Ski occasion adulte all mountain,['Qualité B'],['173 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/39618-small_default/ski-occasion-atomic-vantage-86c-fixations.jpg
65,https://freeglisse.com/fr/ski-occasion-junior-loisir/12462-ski-occasion-junior-tecnopro-team-pulse-fixations.html,12462,Tecnopro,Ski occasion junior Tecnopro Team Pulse + fixations,Disponible,40.83,,49.0,Piste,Junior,Loisir,Orange,,3.6,Ski occasion junior loisir,"['Qualité A', 'Qualité B']",['120 cm'],6.0,5/5,2.0,"['excellent', 'Très bien. Conforme à la description et prix juste.']",0,0,0,0,2,https://freeglisse.com/26974-small_default/ski-occasion-junior-tecnopro-team-pulse-fixations.jpg
66,https://freeglisse.com/fr/ski-occasion-adulte-performance/17053-ski-occasion-rossignol-react-6-compact-fixations.html,17053,Rossignol,Ski occasion Rossignol React 6 Compact + fixations,Disponible,140.83,,169.0,Piste,Mixte,Performant,Noir,,3.6,Ski occasion adulte performance,['Qualité A'],['156 cm'],6.0,4.2/5,13.0,"['Perfect', 'parfaitement conforme à nos attentes, trés bon état.', 'Très bon etat et livraison plus que rapide ( le lendemain)', 'Pour Moi  pas der Qualite A mais Qualite B', 'Good conditon.', 'très bon état', 'Mauvaise paire de ski reçu', 'Conforme', 'Conforme', 'Pour catégorie À l’état des skis est moyen … un peu de cosmétique serait bien', ""Livraison rapide et précise.\r\nQualité conforme à l'attendue."", 'Qualité conforme à la description légère rayures sur le dessus semelle nickel', 'Excellent produit']",1,1,1,1,9,https://freeglisse.com/53817-small_default/ski-occasion-rossignol-react-6-compact-fixations.jpg
67,https://freeglisse.com/fr/ski-occasion-adulte-performance/17758-ski-occasion-fischer-rc4-the-curv-fixations.html,17758,Fischer,Ski occasion Fischer RC4 the Curv + fixations,Disponible,190.83,,229.0,Piste,Mixte,Performant,Bleu,,3.6,Ski occasion adulte performance,"['Qualité A', 'Qualité B']",['150 cm'],6.0,3.5/5,2.0,"[""si vous demandez pointure et poid je suppose que c'est pour avoir la possibilité de prérégler les fixations et ce n'est pas le cas"", 'bien. Produit correspondant']",0,0,1,1,0,https://freeglisse.com/58785-small_default/ski-occasion-fischer-rc4-the-curv-fixations.jpg
68,https://freeglisse.com/fr/ski-occasion-adulte-loisir/12615-ski-occasion-rossignol-experience-75-carbon-fixations.html,12615,Rossignol,Ski occasion Rossignol Experience 75 Carbon + fixations,Disponible,82.5,,99.0,Piste,Mixte,Loisir sport,Rouge,,3.6,Ski occasion adulte loisir,['Qualité B'],['152 cm'],6.0,3.9/5,9.0,"['Il prodotto in ottimo stato, la qualità A rispecchia assolutamente le aspettative.', 'Spatule en bon état, par contre dessus avec Énormément d impacts et entierements rayés, plutôt une qualité c que b', 'Pas encore utilisé mais ont l air tres bien', 'Bastante bien.', 'Tres bien', '1er choix qui corresponds à du 2ieme pour moi. Beaucouo de rayures sur les skis.', 'très bon ski pour débutant, virage facil', 'Bien', 'Parfzit']",1,1,0,3,4,https://freeglisse.com/49998-small_default/ski-occasion-rossignol-experience-75-carbon-fixations.jpg
69,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/14171-ski-occasion-dynastar-legend-x-80-fixations.html,14171,Dynastar,Ski occasion Dynastar Legend X 80 + fixations,Disponible,115.83,,139.0,All mountain,Mixte,Loisir sport,Bleu,un homme,3.6,Ski occasion adulte all mountain,['Qualité B'],['159 cm'],6.0,5/5,1.0,['Conforme à mes attentes'],0,0,0,0,1,https://freeglisse.com/37232-small_default/ski-occasion-dynastar-legend-x-80-fixations.jpg
70,https://freeglisse.com/fr/ski-occasion-freestyle/16555-ski-occasion-elan-sling-shot-fixations.html,16555,Elan,Ski occasion Elan Sling Shot + fixations,Disponible,40.83,,49.0,Freestyle,Mixte,Loisir sport,Vert,,3.6,Ski occasion freestyle,['Qualité C'],['156 cm'],6.0,4.5/5,2.0,"['RAS \r\n\r\nQuelques accros sur le dessus et semelles nickelles', 'Parfait']",0,0,0,1,1,https://freeglisse.com/49007-small_default/ski-occasion-elan-sling-shot-fixations.jpg
71,https://freeglisse.com/fr/ski-occasion-freestyle/17827-ski-occasion-volkl-alley-fixations.html,17827,Volkl,Ski occasion Volkl Alley + fixations,Disponible,74.17,,89.0,Freestyle,Mixte,Débutant,Bleu,,3.6,Ski occasion freestyle,['Qualité B'],"['178 cm', '158 cm']",6.0,4/5,1.0,['Produit conforme à la photo et la description ( ce n’est pas du neuf).\r\nLes renseignements sur l’utilisateur (taille de pied et poids)  bien pris en compte.'],0,0,0,1,0,https://freeglisse.com/59685-small_default/ski-occasion-volkl-alley-fixations.jpg
72,https://freeglisse.com/fr/ski-occasion-adulte-loisir/18700-ski-occasion-dynastar-legend-75-r-fixations.html,18700,Dynastar,Ski occasion Dynastar Legend 75 R + fixations,Disponible,99.17,,119.0,Polyvalent,Mixte,Loisir sport,Bleu,,3.6,Ski occasion adulte loisir,['Qualité B'],['156 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/69145-small_default/ski-occasion-dynastar-legend-75-r-fixations.jpg
73,https://freeglisse.com/fr/ski-occasion-junior-performance/15523-ski-occasion-junior-fischer-rc4-race-fixations.html,15523,Fischer,Ski occasion junior Fischer RC4 Race + fixations,Disponible,29.17,,35.0,Piste,Junior,Performant,Noir,,3.6,Ski occasion junior performance,['Qualité C'],"['130 cm', '120 cm']",6.0,,,[],0,0,0,0,0,https://freeglisse.com/46048-small_default/ski-occasion-junior-fischer-rc4-race-fixations.jpg
74,https://freeglisse.com/fr/ski-occasion-femme-loisir/18545-ski-occasion-blizzard-elevate-77-fixations.html,18545,Blizzard,Ski occasion Blizzard Elevate 7.7 + fixations,Disponible,124.17,,149.0,Piste,Femme,Loisir sport,Blanc,,3.6,Ski occasion femme loisir,['Qualité B'],['160 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/68625-small_default/ski-occasion-blizzard-elevate-77-fixations.jpg
75,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/14637-ski-occasion-atomic-vantage-86c-fixations.html,14637,Atomic,Ski occasion Atomic Vantage 86c + fixations,Disponible,107.5,,129.0,All mountain,Mixte,Performant,Gris,,3.6,Ski occasion adulte all mountain,['Qualité B'],['173 cm'],6.0,,,[],0,0,0,0,0,https://freeglisse.com/39618-small_default/ski-occasion-atomic-vantage-86c-fixations.jpg
